,Area,Bedroom,Floor,WC,Price,Date,District,City,Latitude,Longitude
236,128.0,3,-1,2,10.8,2022-11-02 9:43:18,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
237,2.0,-1,3,-1,7.5,2023-05-31 12:03:06,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
238,75.0,-1,4,-1,36.5,2023-03-14 11:10:43,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
239,85.0,-1,2,-1,5.6,2023-05-21 20:17:42,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
240,48.0,4,4,3,3.15,2023-04-27 5:24:12,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
241,5.0,-1,1,-1,3.57,2023-05-23 9:25:38,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
242,40.0,-1,2,-1,4.65,2023-04-20 23:44:43,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
243,-1.0,3,-1,4,0.0,2023-06-10 14:26:17,Liên Chiểu,Đà Nẵng,108.086564,16.0329728
244,60.0,3,2,4,4.8,2023-05-28 16:01:55,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
245,48.0,-1,2,-1,5.1,2023-05-15 14:27:13,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
246,61.0,4,2,4,3.2,2023-05-16 23:56:24,Thuận An,Bình Dương,106.647584,10.866055
247,52.0,4,4,-1,5.5,2023-06-03 9:43:37,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
248,18.0,2,3,3,2.2,2023-04-21 15:17:22,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
249,56.0,2,2,2,4.5,2023-05-26 21:22:25,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
250,80.0,2,2,2,0.0,2023-06-10 14:26:17,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
251,50.0,-1,-1,-1,31.5,2022-12-27 15:29:25,Hà Đông,Hà Nội,105.7745175,20.9698363
252,6.0,4,6,5,9.8,2023-02-24 22:20:35,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
253,6.0,5,2,2,8.0,2023-04-15 11:16:07,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
254,115.0,3,2,2,6.2,2023-04-14 13:30:08,Sơn Trà,Đà Nẵng,108.2547075,16.11049
255,48.0,4,5,5,5.9,2023-05-11 14:48:13,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
256,36.0,-1,1,1,3.4,2023-05-08 22:40:56,Long Biên,Hà Nội,105.8653592,21.0401554
257,6.0,-1,2,-1,5.5,2023-06-03 9:43:37,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
258,78.0,4,4,4,13.2,2022-10-28 20:34:41,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
259,56.0,2,1,2,47.0,2023-04-04 11:09:29,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
260,36.0,-1,1,-1,3.45,2023-04-28 9:53:45,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
261,50.0,-1,2,-1,5.5,2023-06-03 9:43:37,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
262,2.0,3,2,2,49.0,2023-04-14 17:55:58,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
263,36.0,-1,1,-1,3.5,2023-05-29 13:05:30,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
264,5.0,-1,2,-1,5.9,2023-05-11 14:48:13,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
265,35.0,2,2,3,3.88,2023-05-31 10:56:10,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
266,65.0,3,1,3,2.7,2023-05-13 1:01:06,Bình Chánh,TP Hồ Chí Minh,106.5504726,10.6444881
267,42.0,2,-1,2,3.2,2023-05-16 23:56:24,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
268,20.0,-1,2,-1,2.5,2023-05-30 15:22:15,Quận 11,TP Hồ Chí Minh,106.627838,10.748557
269,4.0,2,2,2,4.1,2023-05-20 13:51:55,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
270,40.0,-1,1,2,49.0,2023-06-03 14:44:57,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
271,60.0,4,-1,3,10.3,2022-10-26 15:38:40,Đống Đa,Hà Nội,105.823545,21.023833
272,51.0,4,7,6,12.8,2022-11-03 16:07:14,Đống Đa,Hà Nội,105.823545,21.023833
273,13.0,-1,1,-1,1.05,2023-05-17 9:05:46,Tân Uyên,Bình Dương,106.6832033,10.9592354
274,32.0,1,-1,2,3.05,2023-02-13 14:46:41,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
275,1226.0,4,2,3,32.6,2023-06-04 8:53:53,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
276,120.0,-1,-1,-1,7.1,2023-01-05 13:39:48,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
277,33.0,-1,2,2,2.95,2023-04-18 11:48:00,Quận 11,TP Hồ Chí Minh,106.627838,10.748557
278,60.0,4,1,4,3.3,2023-05-09 15:32:58,Thuận An,Bình Dương,106.647584,10.866055
279,35.0,3,-1,4,4.55,2023-05-08 21:09:49,Cầu Giấy,Hà Nội,105.8028938,21.0288366
280,53.0,1,-1,1,4.3,2023-05-12 16:53:40,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
281,54.0,3,2,3,5.2,2023-04-14 17:22:06,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
282,6.0,2,2,2,0.0,2023-06-10 14:26:17,Quận 11,TP Hồ Chí Minh,106.627838,10.748557
283,40.0,3,-1,2,30.0,2023-03-16 10:41:14,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
284,58.0,2,1,2,5.5,2023-06-03 9:43:37,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
285,60.0,3,-1,2,5.0,2023-05-19 7:48:17,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
286,35.0,2,1,2,3.5,2023-05-29 13:05:30,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
287,43.0,-1,-1,-1,44.0,2023-06-04 17:55:21,Hà Đông,Hà Nội,105.7745175,20.9698363
288,100.0,5,3,6,3.9,2023-05-13 20:15:20,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
289,132.0,6,3,4,3.6,2023-05-21 16:39:53,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
290,4.0,3,-1,1,4.6,2023-05-30 8:51:51,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
291,30.0,-1,-1,-1,6.8,2023-05-04 10:23:21,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
292,52.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
293,39.0,-1,5,-1,7.5,2023-05-31 12:03:06,Bắc Từ Liêm,Hà Nội,105.2848986,20.5645154
294,33.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Bắc Từ Liêm,Hà Nội,105.2848986,20.5645154
295,108.0,3,2,2,11.2,2022-10-27 10:06:40,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
296,38.0,2,-1,2,2.7,2023-05-13 1:01:06,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
297,26.0,2,2,2,2.3,2023-05-01 14:24:54,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
298,60.0,2,2,2,4.65,2023-04-20 23:44:43,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
299,96.0,-1,-1,-1,0.82,2023-06-05 15:04:39,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
300,10.0,-1,2,-1,21.5,2023-01-05 8:26:38,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
301,42.0,4,-1,3,0.0068,2023-06-10 14:26:17,Thanh Xuân,Hà Nội,105.79994,20.989273
302,70.0,2,-1,2,0.6,2023-05-22 10:38:39,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
303,46.0,3,1,3,2.45,2023-05-30 10:53:16,Thuận An,Bình Dương,106.647584,10.866055
304,48.0,6,5,5,4.8,2023-05-28 16:01:55,Long Biên,Hà Nội,105.8653592,21.0401554
305,45.0,4,-1,5,6.3,2023-05-11 11:41:53,Thanh Xuân,Hà Nội,105.79994,20.989273
306,71.0,-1,5,-1,15.5,2023-02-15 20:34:56,Gia Lâm,Hà Nội,105.8805891,20.9263283
307,36.0,4,-1,5,5.5,2023-06-03 9:43:37,Đống Đa,Hà Nội,105.823545,21.023833
308,41.0,3,2,2,5.2,2023-04-14 17:22:06,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
309,26.0,3,5,4,3.8,2023-05-19 8:58:10,Thanh Xuân,Hà Nội,105.79994,20.989273
310,2.0,-1,5,-1,8.5,2023-04-25 23:14:11,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
311,5.0,3,-1,4,3.5,2023-05-29 13:05:30,Cầu Giấy,Hà Nội,105.8028938,21.0288366
312,2.0,3,1,2,4.8,2023-05-28 16:01:55,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
313,40.0,5,-1,4,4.6,2023-05-30 8:51:51,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
314,50.0,4,-1,3,5.15,2023-02-09 13:40:17,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
315,33.0,2,3,-1,0.0,2023-06-10 14:26:17,Bắc Từ Liêm,Hà Nội,105.2848986,20.5645154
316,42.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Thanh Xuân,Hà Nội,105.79994,20.989273
317,72.0,4,1,2,3.57,2023-05-23 9:25:38,Biên Hòa,Đồng Nai,107.3210131,11.54331
318,25.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Thanh Xuân,Hà Nội,105.79994,20.989273
319,44.0,-1,2,-1,2.8,2023-05-18 16:57:44,Thanh Xuân,Hà Nội,105.79994,20.989273
320,5.0,4,7,6,14.0,2023-04-26 17:39:32,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
321,24.0,3,-1,4,3.59,2023-05-23 9:25:38,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
322,48.0,4,4,3,3.25,2023-04-26 22:38:13,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
323,53.0,4,4,5,3.45,2023-04-28 9:53:45,Long Biên,Hà Nội,105.8653592,21.0401554
324,50.0,4,4,3,3.2,2023-05-16 23:56:24,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
325,6.0,4,4,6,8.8,2023-04-07 19:21:32,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
326,6.0,2,1,1,75.0,2022-12-07 15:19:13,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
327,88.0,3,1,2,6.5,2023-05-07 8:02:45,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
328,30.0,3,-1,4,3.99,2023-05-29 16:40:39,Hoàng Mai,Hà Nội,105.849591,20.983773
329,60.0,2,2,2,4.0,2023-05-29 16:40:39,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
330,27.0,2,2,2,2.85,2023-04-30 19:27:08,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
331,45.0,-1,-1,-1,6.5,2023-05-07 8:02:45,Cầu Giấy,Hà Nội,105.8028938,21.0288366
332,60.0,2,2,2,5.0,2023-05-19 7:48:17,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
333,53.0,2,2,3,4.0,2023-05-29 16:40:39,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
334,64.0,3,2,3,4.0,2023-05-29 16:40:39,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
335,60.0,2,-1,2,4.0,2023-05-29 16:40:39,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
336,42.0,3,5,-1,0.0,2023-06-10 14:26:17,Lê Chân,Hải Phòng,106.680061,20.854703
337,2.0,-1,-1,-1,4.8,2023-05-28 16:01:55,Quận 11,TP Hồ Chí Minh,106.627838,10.748557
338,36.0,-1,4,-1,2.7,2023-05-13 1:01:06,Hà Đông,Hà Nội,105.7745175,20.9698363
339,38.0,2,1,2,4.1,2023-05-20 13:51:55,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
340,35.0,-1,4,-1,3.4,2023-05-08 22:40:56,Hà Đông,Hà Nội,105.7745175,20.9698363
341,51.0,-1,-1,-1,4.95,2023-05-16 17:49:25,Hà Đông,Hà Nội,105.7745175,20.9698363
342,35.0,4,4,2,6.65,2022-11-09 0:00:22,Hà Đông,Hà Nội,105.7745175,20.9698363
343,49.0,-1,4,-1,5.8,2023-05-11 21:11:02,Hà Đông,Hà Nội,105.7745175,20.9698363
344,57.0,-1,7,-1,9.1,2022-10-28 11:45:09,Hà Đông,Hà Nội,105.7745175,20.9698363
345,38.0,-1,5,-1,5.3,2023-04-27 16:16:19,Hà Đông,Hà Nội,105.7745175,20.9698363
346,93.0,-1,4,-1,7.85,2023-02-07 19:49:15,Hà Đông,Hà Nội,105.7745175,20.9698363
347,30.0,-1,3,-1,2.75,2023-03-27 19:16:59,Hà Đông,Hà Nội,105.7745175,20.9698363
348,30.0,-1,3,-1,2.75,2023-03-27 19:16:59,Hà Đông,Hà Nội,105.7745175,20.9698363
349,65.0,-1,-1,-1,7.3,2023-04-10 9:36:41,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
350,-1.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
351,40.0,4,6,5,55.0,2022-10-29 11:26:19,Cầu Giấy,Hà Nội,105.8028938,21.0288366
352,53.2,2,1,2,1.45,2023-04-21 13:05:04,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
353,15.0,2,2,2,3.75,2023-05-18 10:43:02,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
354,60.0,4,2,4,5.45,2022-12-15 16:00:25,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
355,35.0,4,3,3,3.75,2023-05-18 10:43:02,Hoàng Mai,Hà Nội,105.849591,20.983773
356,26.0,2,1,2,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
357,45.0,4,-1,5,7.18,2023-04-13 22:10:54,Thanh Xuân,Hà Nội,105.79994,20.989273
358,41.0,2,-1,-1,1.3,2023-05-12 14:44:39,Biên Hòa,Đồng Nai,107.3210131,11.54331
359,54.0,4,2,3,4.9,2023-04-25 11:43:13,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
360,90.0,2,-1,-1,2.0,2023-05-25 10:43:15,Biên Hòa,Đồng Nai,107.3210131,11.54331
361,30.0,2,2,2,0.00155,2023-06-10 14:26:17,Hà Đông,Hà Nội,105.7745175,20.9698363
362,68.0,4,4,3,10.6,2023-02-05 17:00:10,Thanh Xuân,Hà Nội,105.79994,20.989273
363,60.0,-1,3,-1,2.8,2023-05-18 16:57:44,Sơn Trà,Đà Nẵng,108.2547075,16.11049
364,36.0,9,6,-1,5.3,2023-04-27 16:16:19,Thanh Xuân,Hà Nội,105.79994,20.989273
365,36.0,2,2,-1,4.35,2023-05-18 9:41:36,Thanh Xuân,Hà Nội,105.79994,20.989273
366,35.0,3,3,3,4.85,2023-03-28 9:11:42,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
367,42.0,4,5,-1,5.75,2023-02-16 9:48:14,Thanh Xuân,Hà Nội,105.79994,20.989273
368,50.0,1,-1,1,8.3,2023-03-23 9:10:55,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
369,56.0,4,4,-1,5.45,2022-12-15 16:00:25,Thanh Xuân,Hà Nội,105.79994,20.989273
370,70.0,2,-1,2,0.58,2023-05-24 9:30:48,Bến Cát,Bình Dương,106.5694448,11.0992959
371,140.0,-1,-1,-1,16.8,2022-10-25 16:18:44,Long Biên,Hà Nội,105.8653592,21.0401554
372,43.0,3,3,3,4.7,2023-05-08 17:24:19,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
373,10.0,2,2,2,33.0,2022-10-26 15:53:12,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
374,7.0,4,2,4,7.5,2023-05-31 12:03:06,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
375,6.0,3,2,2,4.95,2023-05-16 17:49:25,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
376,80.0,2,9,8,29.0,2022-11-10 10:34:38,Cầu Giấy,Hà Nội,105.8028938,21.0288366
377,61.0,2,2,2,14.2,2022-11-05 16:59:41,Lê Chân,Hải Phòng,106.680061,20.854703
378,12.0,5,6,-1,12.3,2022-10-27 14:09:45,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
379,46.0,2,1,2,3.19,2023-05-26 14:35:54,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
380,28.0,2,-1,2,0.0,2023-06-10 14:26:17,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
381,50.0,3,1,2,4.5,2023-05-26 21:22:25,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
382,100.0,2,1,2,0.8,2023-06-02 14:41:17,Đức Hòa,Long An,106.4574174,10.823593
383,9.0,4,4,5,8.4,2022-11-10 13:04:45,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
384,35.0,4,-1,4,3.5,2023-05-29 13:05:30,Đống Đa,Hà Nội,105.823545,21.023833
385,80.0,-1,3,-1,3.9,2023-05-13 20:15:20,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
386,80.0,-1,3,-1,3.9,2023-05-13 20:15:20,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
387,7.0,4,2,3,25.0,2022-10-29 16:17:05,Huế,Thừa Thiên Huế,107.4678438,16.322695
388,15.0,-1,5,1,3.85,2023-04-23 9:44:03,Cầu Giấy,Hà Nội,105.8028938,21.0288366
389,35.0,-1,6,-1,6.15,2023-03-08 21:03:58,Cầu Giấy,Hà Nội,105.8028938,21.0288366
390,50.0,6,5,4,6.2,2023-04-14 13:30:08,Đống Đa,Hà Nội,105.823545,21.023833
391,7.0,4,2,4,6.1,2023-04-21 11:09:39,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
392,190.0,6,4,6,35.0,2022-11-07 18:11:53,Hoàng Mai,Hà Nội,105.849591,20.983773
393,15.0,2,4,2,1.8,2023-05-08 19:35:37,Cầu Giấy,Hà Nội,105.8028938,21.0288366
394,37.0,4,4,3,2.8,2023-05-18 16:57:44,Hà Đông,Hà Nội,105.7745175,20.9698363
395,21.0,2,2,-1,2.46,2023-06-01 8:23:57,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
396,25.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Thanh Xuân,Hà Nội,105.79994,20.989273
397,76.0,6,2,5,6.1,2023-04-21 11:09:39,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
398,48.0,-1,2,-1,5.5,2023-06-03 9:43:37,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
399,48.0,-1,2,-1,5.5,2023-06-03 9:43:37,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
400,41.0,4,4,3,4.1,2023-05-20 13:51:55,Lê Chân,Hải Phòng,106.680061,20.854703
401,60.0,4,6,6,11.5,2023-06-01 9:07:24,Long Biên,Hà Nội,105.8653592,21.0401554
402,60.0,3,2,4,4.8,2023-05-28 16:01:55,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
403,62.0,-1,8,-1,5.8,2023-05-11 21:11:02,Long Biên,Hà Nội,105.8653592,21.0401554
404,78.0,-1,1,-1,68.0,2023-03-12 13:53:34,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
405,98.0,-1,-1,-1,4.2,2023-05-13 16:21:20,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
406,64.0,5,4,5,13.5,2023-02-26 20:07:44,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
407,5.3,2,1,-1,0.0,2023-06-10 14:26:17,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
408,64.0,5,4,5,13.5,2023-02-26 20:07:44,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
409,110.0,2,-1,2,2.7,2023-05-13 1:01:06,Biên Hòa,Đồng Nai,107.3210131,11.54331
410,50.0,2,2,-1,47.0,2023-04-04 11:09:29,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
411,48.0,4,5,3,6.7,2023-04-17 22:35:56,Hà Đông,Hà Nội,105.7745175,20.9698363
412,44.0,3,2,4,6.7,2023-04-17 22:35:56,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
413,33.0,-1,-1,3,3.9,2023-05-13 20:15:20,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
414,8.0,-1,5,-1,0.0,2023-06-10 14:26:17,Đống Đa,Hà Nội,105.823545,21.023833
415,50.0,-1,7,-1,0.0,2023-06-10 14:26:17,Đống Đa,Hà Nội,105.823545,21.023833
416,63.0,3,2,3,7.5,2023-05-31 12:03:06,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
417,10.0,-1,2,-1,0.0,2023-06-10 14:26:17,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
418,6.0,7,3,7,8.2,2023-03-27 7:06:12,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
419,133.0,2,-1,1,6.6,2023-05-04 10:01:35,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
420,-1.0,3,-1,4,5.85,2023-01-11 11:12:33,Cầu Giấy,Hà Nội,105.8028938,21.0288366
421,75.0,-1,4,-1,5.1,2023-05-15 14:27:13,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
422,24.0,2,2,2,0.0,2023-06-10 14:26:17,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
423,52.0,3,1,2,4.9,2023-04-25 11:43:13,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
424,200.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Phan Rang - Tháp Chàm,Ninh Thuận,108.9189471,11.5300925
425,39.0,-1,4,-1,6.0,2023-05-20 13:31:14,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
426,50.0,-1,2,4,59.0,2022-11-19 8:42:29,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
427,135.0,-1,-1,-1,6.9,2023-04-21 10:59:30,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
428,64.0,4,4,3,7.15,2022-11-02 13:09:06,Thanh Xuân,Hà Nội,105.79994,20.989273
429,4.0,2,1,2,0.0,2023-06-10 14:26:17,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
430,48.0,2,1,2,4.75,2023-03-13 14:15:49,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
431,125.0,-1,-1,-1,20.0,2023-03-25 16:00:59,Long Biên,Hà Nội,105.8653592,21.0401554
432,37.0,1,1,2,0.0,2023-06-10 14:26:17,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
433,61.0,3,2,2,4.8,2023-05-28 16:01:55,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
434,5.0,-1,-1,-1,4.1,2023-05-20 13:51:55,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
435,33.0,3,-1,4,3.5,2023-05-30 19:55:17,Cầu Giấy,Hà Nội,105.8028938,21.0288366
436,83.0,-1,4,-1,10.0,2023-05-05 22:54:38,Long Biên,Hà Nội,105.8653592,21.0401554
437,3.0,2,1,2,5.2,2023-04-14 17:22:06,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
438,12.0,3,4,3,3.3,2023-05-09 15:32:58,Hà Đông,Hà Nội,105.7745175,20.9698363
439,5.0,2,-1,2,4.1,2023-05-20 13:51:55,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
440,98.0,3,-1,2,0.01,2023-06-10 14:26:17,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
441,40.0,2,-1,-1,0.0,2023-06-10 14:26:17,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
442,40.0,8,5,8,6.1,2023-04-21 11:09:39,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
443,32.0,2,-1,2,2.5,2023-05-30 15:22:15,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
444,61.0,2,2,3,2.47,2023-06-01 8:23:57,Tân Uyên,Bình Dương,106.6832033,10.9592354
445,61.0,2,-1,3,2.47,2023-06-01 8:23:57,Tân Uyên,Bình Dương,106.6832033,10.9592354
446,81.0,8,7,7,15.3,2022-12-31 18:34:04,Thanh Xuân,Hà Nội,105.79994,20.989273
447,54.0,4,4,3,4.5,2023-05-26 21:22:25,Lê Chân,Hải Phòng,106.680061,20.854703
448,120.0,-1,5,1,24.6,2023-05-30 12:21:10,Quận 11,TP Hồ Chí Minh,106.627838,10.748557
449,78.0,4,4,-1,10.8,2023-03-04 22:09:06,Thanh Xuân,Hà Nội,105.79994,20.989273
450,100.0,4,2,3,0.89,2023-05-26 8:55:17,Đức Hòa,Long An,106.4574174,10.823593
451,55.0,5,2,5,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
452,34.0,2,1,3,4.35,2023-05-18 9:41:36,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
453,126.0,2,1,2,1.05,2023-05-17 9:05:46,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
454,20.0,2,3,3,2.98,2023-05-27 14:22:50,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
455,207.0,2,-1,2,13.6,2022-11-01 20:20:47,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
456,62.0,2,2,3,2.47,2023-06-01 8:23:57,Tân Uyên,Bình Dương,106.6832033,10.9592354
457,62.0,2,-1,3,2.47,2023-06-01 8:23:57,Tân Uyên,Bình Dương,106.6832033,10.9592354
458,60.0,4,4,4,6.1,2023-04-21 11:09:39,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
459,51.0,4,4,3,5.45,2022-12-15 16:00:25,Thanh Xuân,Hà Nội,105.79994,20.989273
460,66.0,4,5,6,12.5,2023-03-22 10:54:14,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
461,2.0,16,6,-1,14.5,2023-03-08 16:19:34,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
462,94.0,-1,-1,2,6.3,2023-05-11 11:41:53,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
463,34.0,3,-1,4,3.5,2023-05-29 13:05:30,Hoàng Mai,Hà Nội,105.849591,20.983773
464,250.0,3,-1,3,15.2,2022-11-15 10:39:43,Cẩm Lệ,Đà Nẵng,108.1572752,15.9716436
465,31.0,3,5,4,4.0,2023-05-29 16:40:39,Cầu Giấy,Hà Nội,105.8028938,21.0288366
466,45.0,3,1,2,2.6,2023-05-21 17:31:55,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
467,43.0,4,3,-1,4.9,2023-04-25 11:43:13,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
468,40.0,4,-1,-1,10.2,2022-12-18 15:36:22,Tây Hồ,Hà Nội,105.8218467,21.0641965
469,8.0,2,1,2,4.5,2023-05-26 21:22:25,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
470,61.0,4,5,4,6.57,2023-05-04 10:01:35,Thanh Xuân,Hà Nội,105.79994,20.989273
471,41.0,-1,-1,-1,4.6,2023-05-30 8:51:51,Long Biên,Hà Nội,105.8653592,21.0401554
